userName,title,rating,date,version,isEdited,voteCount,review,developerResponse,country,title_clean,review_clean,title_normalized,review_normalized,text_clean,text_normalized,text_length,word_count,has_title,has_review,username_clean,title_clean_language,title_clean_language_confidence,title_clean_translated,review_clean_language,review_clean_language_confidence,review_clean_translated
Julesrevolurion,Getting Worse,2,2025-08-15 05:28:59+00:00,526.0.0,False,0,"More invasive, more divisive, more adverts, less autonomy, less control.",,gb,Getting Worse,"More invasive, more divisive, more adverts, less autonomy, less control.",getting worse,"more invasive, more divisive, more adverts, less autonomy, less control.","Getting Worse More invasive, more divisive, more adverts, less autonomy, less control.","getting worse more invasive, more divisive, more adverts, less autonomy, less control.",86,12,True,True,Julesrevolurion,en,0.8500000000000001,Getting Worse,fr,1.0,"Plus invasive, plus divisif, plus de publicités, moins d'autonomie, moins de contrôle."
SamAli110,"Old customer of FB,",5,2025-08-15 04:22:46+00:00,526.0.0,False,0,"I’m an old custoner, My advisertisement is restricted on No concrete basis…. It should be lifted",,gb,"Old customer of FB,","I’m an old custoner, My advisertisement is restricted on No concrete basis. . . It should be lifted","old customer of fb,","i m an old custoner, my advisertisement is restricted on no concrete basis. . . it should be lifted","Old customer of FB, I’m an old custoner, My advisertisement is restricted on No concrete basis. . . It should be lifted","old customer of fb, i m an old custoner, my advisertisement is restricted on no concrete basis. . . it should be lifted",119,22,True,True,SamAli110,en,0.8500000000000001,"Old customer of FB,",en,1.0,"I’m an old custoner, My advisertisement is restricted on No concrete basis. . . It should be lifted"
:(;(!!,Not everyone lives in USA,2,2025-08-15 03:17:32+00:00,526.0.0,False,0,Feed up of posts for tv selling or anything on the other side of the globe,,gb,Not everyone lives in USA,Feed up of posts for tv selling or anything on the other side of the globe,not everyone lives in usa,feed up of posts for tv selling or anything on the other side of the globe,Not everyone lives in USA Feed up of posts for tv selling or anything on the other side of the globe,not everyone lives in usa feed up of posts for tv selling or anything on the other side of the globe,100,21,True,True,: (; (! !,en,1.0,Not everyone lives in USA,en,1.0,Feed up of posts for tv selling or anything on the other side of the globe
Angelx78,You request code but don’t send one,1,2025-08-15 02:35:59+00:00,526.0.0,False,0,You request you send a code to my mobile but not sending it!!!! Clearly a glitch but so infuriating!!! Sort it out,,gb,You request code but don’t send one,You request you send a code to my mobile but not sending it! ! ! Clearly a glitch but so infuriating! ! ! Sort it out,you request code but don t send one,you request you send a code to my mobile but not sending it! ! ! clearly a software glitch but so infuriating! ! ! sort it out,You request code but don’t send one You request you send a code to my mobile but not sending it! ! ! Clearly a glitch but so infuriating! ! ! Sort it out,you request code but don t send one you request you send a code to my mobile but not sending it! ! ! clearly a software glitch but so infuriating! ! ! sort it out,153,33,True,True,Angelx78,fr,1.0,Vous demandez un code mais vous n'en envoyez pas.,en,1.0,You request you send a code to my mobile but not sending it! ! ! Clearly a glitch but so infuriating! ! ! Sort it out
Kukudinana,My review about facebook,5,2025-08-15 01:48:30+00:00,526.0.0,False,0,It’s exciting 👌🏻,,gb,My review about facebook,It’s exciting 👌🏻,my review about facebook,it s exciting,My review about facebook It’s exciting 👌🏻,my review about facebook it s exciting,41,7,True,True,Kukudinana,en,1.0,My review about facebook,en,0.8500000000000001,It’s exciting 👌🏻
Clarencehurst,Great pub,5,2025-08-15 01:38:46+00:00,526.0.0,False,0,Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.,,gb,Great pub,Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.,great pub,lovely atmosphere great pub lovely food. dog friendly. brit stop the list goes on. they cater for just about everyone gf vegan vegetarian and just us normal foodies. lovely service from friendly staff. we had a great experience here will definitely return.,Great pub Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.,great pub lovely atmosphere great pub lovely food. dog friendly. brit stop the list goes on. they cater for just about everyone gf vegan vegetarian and just us normal foodies. lovely service from friendly staff. we had a great experience here will definitely return.,266,44,True,True,Clarencehurst,en,0.8500000000000001,Great pub,en,1.0,Lovely atmosphere great pub lovely food. Dog friendly. Brit stop the list goes on. They cater for just about everyone GF Vegan Vegetarian and just us normal foodies. Lovely service from friendly staff. We had a great experience here will definitely return.
kfs100,Too much Spam,3,2025-08-15 00:24:10+00:00,526.0.0,False,0,Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.,,gb,Too much Spam,Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.,too much spam,love fb for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren t from friends or groups i belong to.,Too much Spam Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.,too much spam love fb for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren t from friends or groups i belong to.,174,31,True,True,kfs100,en,0.8500000000000001,Too much Spam,en,1.0,Love FB for the personal connections but getting increasingly frustrated by the huge number of posts on my feed which aren’t from friends or groups I belong to.
Monir bd,Goo app,5,2025-08-14 21:30:58+00:00,526.0.0,False,0,Nice app,,gb,Goo app,Nice app,goo application,nice application,Goo app Nice app,goo application nice application,16,4,True,True,Monir bd,it,0.8500000000000001,Good app,it,0.8500000000000001,Nice app
caindan,There’s no reviews for bare adverts,1,2025-08-14 18:56:53+00:00,526.0.0,False,0,Constant gambling adverts! Literally constant!,,gb,There’s no reviews for bare adverts,Constant gambling adverts! Literally constant!,there s no reviews for bare adverts,constant gambling adverts! literally constant!,There’s no reviews for bare adverts Constant gambling adverts! Literally constant!,there s no reviews for bare adverts constant gambling adverts! literally constant!,82,11,True,True,caindan,en,1.0,There’s no reviews for bare adverts,en,1.0,Constant gambling adverts! Literally constant!
NessieBessieWOP,Good app,5,2025-08-14 15:22:15+00:00,526.0.0,False,0,"Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed.",,gb,Good app,"Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed.",good application,"been using facebook since 2009 and it s changed so much. i miss the old themes and the games etc. but it s more organised now which is cool. apart from its hard to see just your friends posts, no idea how to do that. a lot of spam on my feed.","Good app Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed.","good application been using facebook since 2009 and it s changed so much. i miss the old themes and the games etc. but it s more organised now which is cool. apart from its hard to see just your friends posts, no idea how to do that. a lot of spam on my feed.",251,52,True,True,NessieBessieWOP,en,0.8500000000000001,Good app,en,1.0,"Been using Facebook since 2009 and it’s changed so much. I miss the old themes and the games etc. but it’s more organised now which is cool. Apart from its hard to see just your friends posts, no idea how to do that. A lot of spam on my feed."
Briot96,Racism,2,2025-08-14 15:00:53+00:00,526.0.0,False,0,"I’m getting so upset by all the hatred towards each other.  Maybe I’m too sensitive, I might need to take a break",,gb,Racism,"I’m getting so upset by all the hatred towards each other. Maybe I’m too sensitive, I might need to take a break",racism,"i m getting so upset by all the hatred towards each other. maybe i m too sensitive, i might need to take a break","Racism I’m getting so upset by all the hatred towards each other. Maybe I’m too sensitive, I might need to take a break","racism i m getting so upset by all the hatred towards each other. maybe i m too sensitive, i might need to take a break",119,23,True,True,Briot96,es,0.8500000000000001,Racismo,en,1.0,"I’m getting so upset by all the hatred towards each other. Maybe I’m too sensitive, I might need to take a break"
Liolix,Stop refreshing the feed and stop AI spam,1,2025-08-14 14:35:45+00:00,526.0.0,False,0,"Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that??
There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.",,gb,Stop refreshing the feed and stop AI spam,Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that? ? There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.,stop refreshing the feed and stop ai spam,watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. how stupid is that? ? there s an increasing amount of ai generated nonsense posts from pages which rely on ai automation to generate posts. the posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. i now have to block almost every 2nd post which is suggested by fb. bottom line - users either need controls to stop ai generated posts from appearing the feed or fb needs to stop pushing stuff into feed which you never signed up for or follow.,Stop refreshing the feed and stop AI spam Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that? ? There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.,stop refreshing the feed and stop ai spam watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. how stupid is that? ? there s an increasing amount of ai generated nonsense posts from pages which rely on ai automation to generate posts. the posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. i now have to block almost every 2nd post which is suggested by fb. bottom line - users either need controls to stop ai generated posts from appearing the feed or fb needs to stop pushing stuff into feed which you never signed up for or follow.,670,125,True,True,Liolix,en,1.0,Stop refreshing the feed and stop AI spam,en,1.0,Watching a post or a video and when going back to feed - it refreshes and you lose the track of where that post was. How stupid is that? ? There’s an increasing amount of AI generated nonsense posts from pages which rely on AI automation to generate posts. The posts use a mix of recycled facts or events which already occurred years go but essentially are useless information today. I now have to block almost every 2nd post which is suggested by FB. Bottom line - users either need controls to stop AI generated posts from appearing the feed or FB needs to stop pushing stuff into feed which you never signed up for or follow.
Hungrywilmy,Two doors,5,2025-08-14 13:57:50+00:00,526.0.0,False,0,Great choice of local beers beer and ciders. Definitely my local,,gb,Two doors,Great choice of local beers beer and ciders. Definitely my local,two doors,great choice of local beers beer and ciders. definitely my local,Two doors Great choice of local beers beer and ciders. Definitely my local,two doors great choice of local beers beer and ciders. definitely my local,74,13,True,True,Hungrywilmy,nl,0.8,Twee deuren,en,1.0,Great choice of local beers beer and ciders. Definitely my local
‏باي بول والمبارك,بايب,5,2025-08-14 13:36:36+00:00,526.0.0,False,0,ودبرك,,gb,بايب,ودبرك,بايب,ودبرك,بايب ودبرك,بايب ودبرك,10,2,True,True,‏باي بول والمبارك,unknown,0.0,بايب,ar,0.8,And you plan.
Naruview,Great place,5,2025-08-14 12:21:45+00:00,526.0.0,False,0,"I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons.",,gb,Great place,"I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons.",great place,"i love using facebook and it is very nice place to share and see people, i enjoy to help people on here although i have had my profile deleted before for unknown reasons.","Great place I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons.","great place i love using facebook and it is very nice place to share and see people, i enjoy to help people on here although i have had my profile deleted before for unknown reasons.",182,35,True,True,Naruview,en,0.8500000000000001,Great place,en,1.0,"I love using Facebook and it is very nice place to share and see people, I enjoy to help people on here although I have had my profile deleted before for unknown reasons."
deanslsater,My brother’s fb profile,1,2025-08-14 10:44:25+00:00,526.0.0,False,0,Why have deleted my late dead big brother account? Wayne Slater on my history please hook back up so we have at least a little more memories xxx one love please help,,gb,My brother’s fb profile,Why have deleted my late dead big brother account? Wayne Slater on my history please hook back up so we have at least a little more memories xxx one love please help,my brother s fb profile,why have deleted my late dead big brother account? wayne slater on my history please hook back up so we have at least a little more memories xxx one love please help,My brother’s fb profile Why have deleted my late dead big brother account? Wayne Slater on my history please hook back up so we have at least a little more memories xxx one love please help,my brother s fb profile why have deleted my late dead big brother account? wayne slater on my history please hook back up so we have at least a little more memories xxx one love please help,189,36,True,True,deanslsater,en,1.0,My brother’s fb profile,en,1.0,Why have deleted my late dead big brother account? Wayne Slater on my history please hook back up so we have at least a little more memories xxx one love please help
Wigangirl42,Facbook app,1,2025-08-14 10:15:15+00:00,526.0.0,False,0,I can no longer save posts for later ..the 3 dots don’t work anymore ..It’s not worked for months now ..can you sort this problem out please ..I can’t delete one word from my search list ..it keeps reappearing after I’ve deleted it ..the save posts is not working yet again..it’s still not working,,gb,Facbook app,I can no longer save posts for later. . the 3 dots don’t work anymore. . It’s not worked for months now. . can you sort this problem out please. . I can’t delete one word from my search list. . it keeps reappearing after I’ve deleted it. . the save posts is not working yet again. . it’s still not working,facbook application,i can no longer save posts for later. . the 3 dots don t work anymore. . it s not worked for months now. . can you sort this problem out please. . i can t delete one word from my search list. . it keeps reappearing after i ve deleted it. . the save posts is not working yet again. . it s still not working,Facbook app I can no longer save posts for later. . the 3 dots don’t work anymore. . It’s not worked for months now. . can you sort this problem out please. . I can’t delete one word from my search list. . it keeps reappearing after I’ve deleted it. . the save posts is not working yet again. . it’s still not working,facbook application i can no longer save posts for later. . the 3 dots don t work anymore. . it s not worked for months now. . can you sort this problem out please. . i can t delete one word from my search list. . it keeps reappearing after i ve deleted it. . the save posts is not working yet again. . it s still not working,317,64,True,True,Wigangirl42,en,0.8500000000000001,Facbook app,en,1.0,I can no longer save posts for later. . the 3 dots don’t work anymore. . It’s not worked for months now. . can you sort this problem out please. . I can’t delete one word from my search list. . it keeps reappearing after I’ve deleted it. . the save posts is not working yet again. . it’s still not working
TeeBusy,Lovely app,5,2025-08-14 08:06:08+00:00,526.0.0,False,0,I love Facebook,,gb,Lovely app,I love Facebook,lovely application,i love facebook,Lovely app I love Facebook,lovely application i love facebook,26,5,True,True,TeeBusy,en,0.8500000000000001,Lovely app,sk,0.8,Milujem Facebook.
Knipper41%,A window of comfort,4,2025-08-14 07:27:23+00:00,526.0.0,False,0,This amazing tool for everyone to use brings comfort to so many .,,gb,A window of comfort,This amazing tool for everyone to use brings comfort to so many.,a window of comfort,this amazing tool for everyone to use brings comfort to so many.,A window of comfort This amazing tool for everyone to use brings comfort to so many.,a window of comfort this amazing tool for everyone to use brings comfort to so many.,84,16,True,True,Knipper41%,en,0.8500000000000001,A window of comfort,en,1.0,This amazing tool for everyone to use brings comfort to so many.
Lorie2-B,Posts from other people,4,2025-08-14 06:23:59+00:00,526.0.0,False,0,I don’t want to see posts from people I don’t follow,,gb,Posts from other people,I don’t want to see posts from people I don’t follow,posts from other people,i don t want to see posts from people i don t follow,Posts from other people I don’t want to see posts from people I don’t follow,posts from other people i don t want to see posts from people i don t follow,76,15,True,True,Lorie2-B,en,1.0,Posts from other people,en,1.0,I don’t want to see posts from people I don’t follow
Ricky8817,Heating issue,1,2025-08-14 05:33:28+00:00,526.0.0,False,0,After updated ios 18.6 my iphone 12pro max getting hot while play videos on facebook. pls solve this issue.,,gb,Heating issue,After updated ios 18. 6 my iphone 12pro max getting hot while play videos on facebook. pls solve this issue.,heating issue,after updated ios 18. 6 my iphone 12pro max getting hot while play videos on facebook. pls solve this issue.,Heating issue After updated ios 18. 6 my iphone 12pro max getting hot while play videos on facebook. pls solve this issue.,heating issue after updated ios 18. 6 my iphone 12pro max getting hot while play videos on facebook. pls solve this issue.,122,22,True,True,Ricky8817,en,0.8500000000000001,Heating issue,en,1.0,After updated ios 18. 6 my iphone 12pro max getting hot while play videos on facebook. pls solve this issue.
Piepatty,Facebook,1,2025-08-14 05:31:55+00:00,526.0.0,False,0,It is not like it used to be there is now too many adverts and a lot of things repeated.  I joined facebook to see what my friends had put on but very rarely to I see a post from friends.,,gb,Facebook,It is not like it used to be there is now too many adverts and a lot of things repeated. I joined facebook to see what my friends had put on but very rarely to I see a post from friends.,facebook,it is not like it used to be there is now too many adverts and a lot of things repeated. i joined facebook to see what my friends had put on but very rarely to i see a post from friends.,Facebook It is not like it used to be there is now too many adverts and a lot of things repeated. I joined facebook to see what my friends had put on but very rarely to I see a post from friends.,facebook it is not like it used to be there is now too many adverts and a lot of things repeated. i joined facebook to see what my friends had put on but very rarely to i see a post from friends.,195,42,True,True,Piepatty,sk,0.8,Facebook,en,1.0,It is not like it used to be there is now too many adverts and a lot of things repeated. I joined facebook to see what my friends had put on but very rarely to I see a post from friends.
Mr Eko 31,"Enough is enough! Ffs Adbook scambook censorship, AI generated garbage fest!!",1,2025-08-14 04:37:40+00:00,526.0.0,False,0,"Social media is dead!! Absolute rediculous bombardment of adverts n pretty much all of thm are scams, I don’t see any friends posts anymore if I do it’s from weeks/months ago from literally half a dozen friends. Swipe up to hard close the app no longer works, further proof the app constantly snoops your offline activity even when you turn it off it somehow miraculously keeps snooping if I search for games or apps in the App Store or do a google search on my phone fb adverts are for what I’ve searched for Facebook has no shame! Your censorship is joke u ban ppl for having an opinion too many snowflakes bein pandered to get a grip. I must report n block over a couple hundred adverts a day it’s beyond a joke now Facebook!! Same adverts jus different names, Your adverts offend me yet u do nothin bout it 🤬🤬 supposed to b social media 🤷🏻‍♂️",,gb,"Enough is enough! Ffs Adbook scambook censorship, AI generated garbage fest! !","Social media is dead! ! Absolute rediculous bombardment of adverts n pretty much all of thm are scams, I don’t see any friends posts anymore if I do it’s from weeks/months ago from literally half a dozen friends. Swipe up to hard close the app no longer works, further proof the app constantly snoops your offline activity even when you turn it off it somehow miraculously keeps snooping if I search for games or apps in the App Store or do a google search on my phone fb adverts are for what I’ve searched for Facebook has no shame! Your censorship is joke u ban ppl for having an opinion too many snowflakes bein pandered to get a grip. I must report n block over a couple hundred adverts a day it’s beyond a joke now Facebook! ! Same adverts jus different names, Your adverts offend me yet u do nothin bout it 🤬🤬 supposed to b social media 🤷🏻‍♂️","enough is enough! ffs adbook scambook censorship, ai generated garbage fest! !","social media is dead! ! absolute rediculous bombardment of adverts n pretty much all of thm are scams, i don t see any friends posts anymore if i do it s from weeks months ago from literally half a dozen friends. swipe up to hard close the application no longer works, further proof the application constantly snoops your offline activity even when you turn it off it somehow miraculously keeps snooping if i search for games or applications in the application store or do a google search on my phone fb adverts are for what i ve searched for facebook has no shame! your censorship is joke u ban ppl for having an opinion too many snowflakes bein pandered to get a grip. i must report n block over a couple hundred adverts a day it s beyond a joke now facebook! ! same adverts jus different names, your adverts offend me yet u do nothin bout it supposed to b social media","Enough is enough! Ffs Adbook scambook censorship, AI generated garbage fest! ! Social media is dead! ! Absolute rediculous bombardment of adverts n pretty much all of thm are scams, I don’t see any friends posts anymore if I do it’s from weeks/months ago from literally half a dozen friends. Swipe up to hard close the app no longer works, further proof the app constantly snoops your offline activity even when you turn it off it somehow miraculously keeps snooping if I search for games or apps in the App Store or do a google search on my phone fb adverts are for what I’ve searched for Facebook has no shame! Your censorship is joke u ban ppl for having an opinion too many snowflakes bein pandered to get a grip. I must report n block over a couple hundred adverts a day it’s beyond a joke now Facebook! ! Same adverts jus different names, Your adverts offend me yet u do nothin bout it 🤬🤬 supposed to b social media 🤷🏻‍♂️","enough is enough! ffs adbook scambook censorship, ai generated garbage fest! ! social media is dead! ! absolute rediculous bombardment of adverts n pretty much all of thm are scams, i don t see any friends posts anymore if i do it s from weeks months ago from literally half a dozen friends. swipe up to hard close the application no longer works, further proof the application constantly snoops your offline activity even when you turn it off it somehow miraculously keeps snooping if i search for games or applications in the application store or do a google search on my phone fb adverts are for what i ve searched for facebook has no shame! your censorship is joke u ban ppl for having an opinion too many snowflakes bein pandered to get a grip. i must report n block over a couple hundred adverts a day it s beyond a joke now facebook! ! same adverts jus different names, your adverts offend me yet u do nothin bout it supposed to b social media",927,172,True,True,Mr Eko 31,en,1.0,"Enough is enough! Ffs Adbook scambook censorship, AI generated garbage fest! !",en,1.0,"Social media is dead! ! Absolute rediculous bombardment of adverts n pretty much all of thm are scams, I don’t see any friends posts anymore if I do it’s from weeks/months ago from literally half a dozen friends. Swipe up to hard close the app no longer works, further proof the app constantly snoops your offline activity even when you turn it off it somehow miraculously keeps snooping if I search for games or apps in the App Store or do a google search on my phone fb adverts are for what I’ve searched for Facebook has no shame! Your censorship is joke u ban ppl for having an opinion too many snowflakes bein pandered to get a grip. I must report n block over a couple hundred adverts a day it’s beyond a joke now Facebook! ! Same adverts jus different names, Your adverts offend me yet u do nothin bout it 🤬🤬 supposed to b social media 🤷🏻‍♂️"
BBC hired by ID DC be,Too many ads,2,2025-08-14 03:58:26+00:00,526.0.0,False,0,I’m thinking of quitting FB,,gb,Too many ads,I’m thinking of quitting FB,too many ads,i m thinking of quitting fb,Too many ads I’m thinking of quitting FB,too many ads i m thinking of quitting fb,40,8,True,True,BBC hired by ID DC be,so,0.8,Demasiados anuncios,en,1.0,I’m thinking of quitting FB
